Date,Security_ID,TASE_Symbol,US_Ticker,Weight,US_Return
13/11/2025,629014,TEVA,TEVA,6.32339,-0.011227217
13/11/2025,1082379,TSEM,TSEM,7.53044,-0.068878049
14/11/2025,1095264,CAMT,CAMT,5.54458,-0.03394594
14/11/2025,720011,ENLT,ENLT,5.87202,-0.003458395
14/11/2025,1081124,ESLT,ESLT,4.61308,0.003053495
14/11/2025,281014,ICL,ICL,4.13484,-0.00546441
14/11/2025,273011,NICE,NICE,3.60835,0.010607738
14/11/2025,1084557,NVMI,NVMI,5.12143,-0.022031357
14/11/2025,1134402,ORA,ORA,5.42165,0.006488026
14/11/2025,629014,TEVA,TEVA,6.32339,-0.005090096
14/11/2025,1082379,TSEM,TSEM,7.53044,0.001715671
17/11/2025,1095264,CAMT,CAMT,5.54458,-0.003222842
17/11/2025,720011,ENLT,ENLT,5.87202,0.009343361
17/11/2025,1081124,ESLT,ESLT,4.61308,0.063843765
17/11/2025,281014,ICL,ICL,4.13484,-0.009157536
17/11/2025,273011,NICE,NICE,3.60835,-0.093867175
17/11/2025,1084557,NVMI,NVMI,5.12143,-0.012159412
17/11/2025,1134402,ORA,ORA,5.42165,-0.007651821
17/11/2025,629014,TEVA,TEVA,6.32339,-0.032270748
17/11/2025,1082379,TSEM,TSEM,7.53044,-0.039189999
18/11/2025,1095264,CAMT,CAMT,5.54458,-0.011681218
18/11/2025,720011,ENLT,ENLT,5.87202,-0.008992334
18/11/2025,1081124,ESLT,ESLT,4.61308,0.001629449
18/11/2025,281014,ICL,ICL,4.13484,-0.003696869
18/11/2025,273011,NICE,NICE,3.60835,-0.12584808
18/11/2025,1084557,NVMI,NVMI,5.12143,-0.010984008
18/11/2025,1134402,ORA,ORA,5.42165,-0.000929031
18/11/2025,629014,TEVA,TEVA,6.32339,0.010166734
18/11/2025,1082379,TSEM,TSEM,7.53044,0.013631073
19/11/2025,1095264,CAMT,CAMT,5.54458,0.055719699
19/11/2025,720011,ENLT,ENLT,5.87202,-0.008273322
19/11/2025,1081124,ESLT,ESLT,4.61308,-0.045074923
19/11/2025,281014,ICL,ICL,4.13484,0.016697548
19/11/2025,273011,NICE,NICE,3.60835,-0.038050206
19/11/2025,1084557,NVMI,NVMI,5.12143,0.021506914
19/11/2025,1134402,ORA,ORA,5.42165,0.013390402
19/11/2025,629014,TEVA,TEVA,6.32339,-0.016103044
19/11/2025,1082379,TSEM,TSEM,7.53044,0.019240723
20/11/2025,1095264,CAMT,CAMT,5.54458,-0.054778122
20/11/2025,720011,ENLT,ENLT,5.87202,-0.061759908
20/11/2025,1081124,ESLT,ESLT,4.61308,-0.02684225
20/11/2025,281014,ICL,ICL,4.13484,-0.036496284
20/11/2025,273011,NICE,NICE,3.60835,-0.019974406
20/11/2025,1084557,NVMI,NVMI,5.12143,-0.048148316
20/11/2025,1134402,ORA,ORA,5.42165,-0.022114187
20/11/2025,629014,TEVA,TEVA,6.32339,-0.006546638
20/11/2025,1082379,TSEM,TSEM,7.53044,-0.070232399
21/11/2025,1095264,CAMT,CAMT,5.54458,-0.001692005
21/11/2025,720011,ENLT,ENLT,5.87202,0.021081221
21/11/2025,1081124,ESLT,ESLT,4.61308,0.011314848
21/11/2025,281014,ICL,ICL,4.13484,0.020833303
21/11/2025,273011,NICE,NICE,3.60835,0.055321307
21/11/2025,1084557,NVMI,NVMI,5.12143,0.016825059
21/11/2025,1134402,ORA,ORA,5.42165,0.018579405
21/11/2025,629014,TEVA,TEVA,6.32339,-0.002883097
21/11/2025,1082379,TSEM,TSEM,7.53044,0.022268321
24/11/2025,1095264,CAMT,CAMT,5.54458,0.071504236
24/11/2025,720011,ENLT,ENLT,5.87202,0.059269683
24/11/2025,1081124,ESLT,ESLT,4.61308,-0.00149882
24/11/2025,281014,ICL,ICL,4.13484,0.012987051
24/11/2025,273011,NICE,NICE,3.60835,0.002759023
24/11/2025,1084557,NVMI,NVMI,5.12143,0.062869886
24/11/2025,1134402,ORA,ORA,5.42165,0.027544897
24/11/2025,629014,TEVA,TEVA,6.32339,0.023130995
24/11/2025,1082379,TSEM,TSEM,7.53044,0.025627352
25/11/2025,1095264,CAMT,CAMT,5.54458,0.021749846
25/11/2025,720011,ENLT,ENLT,5.87202,0.019093112
25/11/2025,1081124,ESLT,ESLT,4.61308,-0.014439709
25/11/2025,281014,ICL,ICL,4.13484,0.014651969
25/11/2025,273011,NICE,NICE,3.60835,-0.018216301
25/11/2025,1084557,NVMI,NVMI,5.12143,0.01009901
25/11/2025,1134402,ORA,ORA,5.42165,0.015151535
25/11/2025,629014,TEVA,TEVA,6.32339,0.008881684
25/11/2025,1082379,TSEM,TSEM,7.53044,0.020301894
26/11/2025,1095264,CAMT,CAMT,5.54458,0.008805067
26/11/2025,720011,ENLT,ENLT,5.87202,0.023679413
26/11/2025,1081124,ESLT,ESLT,4.61308,0.007508003
26/11/2025,281014,ICL,ICL,4.13484,-0.005415092
26/11/2025,273011,NICE,NICE,3.60835,0.01691148
26/11/2025,1084557,NVMI,NVMI,5.12143,0.021955809
26/11/2025,1134402,ORA,ORA,5.42165,-0.00503404
26/11/2025,629014,TEVA,TEVA,6.32339,0.053221286
26/11/2025,1082379,TSEM,TSEM,7.53044,0.055714276
28/11/2025,1095264,CAMT,CAMT,5.54458,0.009975071
28/11/2025,720011,ENLT,ENLT,5.87202,0.017285214
28/11/2025,1081124,ESLT,ESLT,4.61308,0.000255509
28/11/2025,281014,ICL,ICL,4.13484,0.014519011
28/11/2025,273011,NICE,NICE,3.60835,0.007982479
28/11/2025,1084557,NVMI,NVMI,5.12143,0.016803662
28/11/2025,1134402,ORA,ORA,5.42165,0.00221912
28/11/2025,629014,TEVA,TEVA,6.32339,0.021656524
28/11/2025,1082379,TSEM,TSEM,7.53044,0.044944921
01/12/2025,1095264,CAMT,CAMT,5.54458,0.000949653
01/12/2025,720011,ENLT,ENLT,5.87202,-0.007995994
01/12/2025,1081124,ESLT,ESLT,4.61308,-0.031588575
01/12/2025,281014,ICL,ICL,4.13484,-0.003577828
01/12/2025,273011,NICE,NICE,3.60835,0.002262637
01/12/2025,1084557,NVMI,NVMI,5.12143,-0.022471547
01/12/2025,1134402,ORA,ORA,5.42165,-0.015587654
01/12/2025,629014,TEVA,TEVA,6.32339,-0.006322056
01/12/2025,1082379,TSEM,TSEM,7.53044,0.034686893
02/12/2025,1095264,CAMT,CAMT,5.54458,0.052182162
02/12/2025,720011,ENLT,ENLT,5.87202,0.029470986
02/12/2025,1081124,ESLT,ESLT,4.61308,0.023541022
02/12/2025,281014,ICL,ICL,4.13484,0.008976601
02/12/2025,273011,NICE,NICE,3.60835,0.015991013
02/12/2025,1084557,NVMI,NVMI,5.12143,0.035643027
02/12/2025,1134402,ORA,ORA,5.42165,-0.005038296
02/12/2025,629014,TEVA,TEVA,6.32339,0.005988018
02/12/2025,1082379,TSEM,TSEM,7.53044,0.041122818
03/12/2025,1095264,CAMT,CAMT,5.54458,0.054373298
03/12/2025,720011,ENLT,ENLT,5.87202,0.026180566
03/12/2025,1081124,ESLT,ESLT,4.61308,0.031503602
03/12/2025,281014,ICL,ICL,4.13484,-0.065836239
03/12/2025,273011,NICE,NICE,3.60835,-0.016572548
03/12/2025,1084557,NVMI,NVMI,5.12143,0.018471176
03/12/2025,1134402,ORA,ORA,5.42165,0.007866891
03/12/2025,629014,TEVA,TEVA,6.32339,0.035342291
03/12/2025,1082379,TSEM,TSEM,7.53044,-0.003863961
04/12/2025,1095264,CAMT,CAMT,5.54458,0.012657174
04/12/2025,720011,ENLT,ENLT,5.87202,-0.019313247
04/12/2025,1081124,ESLT,ESLT,4.61308,-0.000458005
04/12/2025,281014,ICL,ICL,4.13484,-0.013333372
04/12/2025,273011,NICE,NICE,3.60835,0.013650884
04/12/2025,1084557,NVMI,NVMI,5.12143,-0.006262367
04/12/2025,1134402,ORA,ORA,5.42165,0.007356925
04/12/2025,629014,TEVA,TEVA,6.32339,0.020840817
04/12/2025,1082379,TSEM,TSEM,7.53044,-0.008102771
05/12/2025,1095264,CAMT,CAMT,5.54458,-0.011316645
05/12/2025,720011,ENLT,ENLT,5.87202,0.003646917
05/12/2025,1081124,ESLT,ESLT,4.61308,0.009352073
05/12/2025,281014,ICL,ICL,4.13484,0.0
05/12/2025,273011,NICE,NICE,3.60835,-0.01365284
05/12/2025,1084557,NVMI,NVMI,5.12143,0.012198177
05/12/2025,1134402,ORA,ORA,5.42165,0.003206244
05/12/2025,629014,TEVA,TEVA,6.32339,0.001759917
05/12/2025,1082379,TSEM,TSEM,7.53044,-0.009211763
08/12/2025,1095264,CAMT,CAMT,5.54458,0.014521201
08/12/2025,720011,ENLT,ENLT,5.87202,-0.031734438
08/12/2025,1081124,ESLT,ESLT,4.61308,0.001320668
08/12/2025,281014,ICL,ICL,4.13484,-0.015443968
08/12/2025,273011,NICE,NICE,3.60835,-0.004519734
08/12/2025,1084557,NVMI,NVMI,5.12143,0.025797487
08/12/2025,1134402,ORA,ORA,5.42165,-0.020063912
08/12/2025,629014,TEVA,TEVA,6.32339,-0.004567785
08/12/2025,1082379,TSEM,TSEM,7.53044,0.037628286
09/12/2025,1095264,CAMT,CAMT,5.54458,0.003620446
09/12/2025,720011,ENLT,ENLT,5.87202,-0.010007543
09/12/2025,1081124,ESLT,ESLT,4.61308,0.032458126
09/12/2025,281014,ICL,ICL,4.13484,-0.01176474
09/12/2025,273011,NICE,NICE,3.60835,0.010310219
09/12/2025,1084557,NVMI,NVMI,5.12143,0.011477697
09/12/2025,1134402,ORA,ORA,5.42165,0.006885312
09/12/2025,629014,TEVA,TEVA,6.32339,0.008118586
09/12/2025,1082379,TSEM,TSEM,7.53044,0.04818256
10/12/2025,1095264,CAMT,CAMT,5.54458,0.016107432
10/12/2025,720011,ENLT,ENLT,5.87202,-0.00101089
10/12/2025,1081124,ESLT,ESLT,4.61308,-0.000518902
10/12/2025,281014,ICL,ICL,4.13484,-0.015872967
10/12/2025,273011,NICE,NICE,3.60835,0.011703024
10/12/2025,1084557,NVMI,NVMI,5.12143,-0.005376747
10/12/2025,1134402,ORA,ORA,5.42165,0.017725407
10/12/2025,629014,TEVA,TEVA,6.32339,0.04341736
10/12/2025,1082379,TSEM,TSEM,7.53044,0.020241953
11/12/2025,1095264,CAMT,CAMT,5.54458,-0.024025789
11/12/2025,720011,ENLT,ENLT,5.87202,0.022767558
11/12/2025,1081124,ESLT,ESLT,4.61308,0.01965126
11/12/2025,281014,ICL,ICL,4.13484,0.018145117
11/12/2025,273011,NICE,NICE,3.60835,0.007958547
11/12/2025,1084557,NVMI,NVMI,5.12143,0.002956786
11/12/2025,1134402,ORA,ORA,5.42165,0.016709366
11/12/2025,629014,TEVA,TEVA,6.32339,0.012751714
11/12/2025,1082379,TSEM,TSEM,7.53044,0.01920797
12/12/2025,1095264,CAMT,CAMT,5.54458,-0.052956621
12/12/2025,720011,ENLT,ENLT,5.87202,-0.040316623
12/12/2025,1081124,ESLT,ESLT,4.61308,0.009146671
12/12/2025,281014,ICL,ICL,4.13484,0.003960408
12/12/2025,273011,NICE,NICE,3.60835,0.002937933
12/12/2025,1084557,NVMI,NVMI,5.12143,-0.05949619
12/12/2025,1134402,ORA,ORA,5.42165,-0.01434779
12/12/2025,629014,TEVA,TEVA,6.32339,-0.012922445
12/12/2025,1082379,TSEM,TSEM,7.53044,-0.077555451
15/12/2025,1095264,CAMT,CAMT,5.54458,-0.023224641
15/12/2025,720011,ENLT,ENLT,5.87202,0.013659861
15/12/2025,1081124,ESLT,ESLT,4.61308,-0.003823484
15/12/2025,281014,ICL,ICL,4.13484,-0.017751437
15/12/2025,273011,NICE,NICE,3.60835,-0.030391796
15/12/2025,1084557,NVMI,NVMI,5.12143,0.026469149
15/12/2025,1134402,ORA,ORA,5.42165,0.001146907
15/12/2025,629014,TEVA,TEVA,6.32339,0.011413167
15/12/2025,1082379,TSEM,TSEM,7.53044,-0.005801265
16/12/2025,1095264,CAMT,CAMT,5.54458,0.017924089
16/12/2025,720011,ENLT,ENLT,5.87202,0.000254216
16/12/2025,1081124,ESLT,ESLT,4.61308,0.019112802
16/12/2025,281014,ICL,ICL,4.13484,-0.010040286
16/12/2025,273011,NICE,NICE,3.60835,0.007269678
16/12/2025,1084557,NVMI,NVMI,5.12143,-0.018476313
16/12/2025,1134402,ORA,ORA,5.42165,-0.020620411
16/12/2025,629014,TEVA,TEVA,6.32339,-0.000995645
16/12/2025,1082379,TSEM,TSEM,7.53044,-0.028668071
17/12/2025,1095264,CAMT,CAMT,5.54458,-0.073668108
17/12/2025,720011,ENLT,ENLT,5.87202,-0.010421958
17/12/2025,1081124,ESLT,ESLT,4.61308,0.030396752
17/12/2025,281014,ICL,ICL,4.13484,-0.010141921
17/12/2025,273011,NICE,NICE,3.60835,0.018183473
17/12/2025,1084557,NVMI,NVMI,5.12143,-0.054240846
17/12/2025,1134402,ORA,ORA,5.42165,-0.020694669
17/12/2025,629014,TEVA,TEVA,6.32339,-0.001328934
17/12/2025,1082379,TSEM,TSEM,7.53044,-0.019763227
18/12/2025,1095264,CAMT,CAMT,5.54458,-0.013577747
18/12/2025,720011,ENLT,ENLT,5.87202,0.057539118
18/12/2025,1081124,ESLT,ESLT,4.61308,0.004044701
18/12/2025,281014,ICL,ICL,4.13484,0.016393491
18/12/2025,273011,NICE,NICE,3.60835,0.001933159
18/12/2025,1084557,NVMI,NVMI,5.12143,0.039308809
18/12/2025,1134402,ORA,ORA,5.42165,0.013506109
18/12/2025,629014,TEVA,TEVA,6.32339,0.008649376
18/12/2025,1082379,TSEM,TSEM,7.53044,0.036415368
19/12/2025,1095264,CAMT,CAMT,5.54458,0.022908287
19/12/2025,720011,ENLT,ENLT,5.87202,0.015302431
19/12/2025,1081124,ESLT,ESLT,4.61308,0.024188855
19/12/2025,281014,ICL,ICL,4.13484,0.00403227
19/12/2025,273011,NICE,NICE,3.60835,0.001745704
19/12/2025,1084557,NVMI,NVMI,5.12143,0.032131172
19/12/2025,1134402,ORA,ORA,5.42165,0.004351385
19/12/2025,629014,TEVA,TEVA,6.32339,0.000989469
19/12/2025,1082379,TSEM,TSEM,7.53044,0.021167205
22/12/2025,1095264,CAMT,CAMT,5.54458,0.018646698
22/12/2025,720011,ENLT,ENLT,5.87202,0.039234436
22/12/2025,1081124,ESLT,ESLT,4.61308,0.035212268
22/12/2025,281014,ICL,ICL,4.13484,0.020080283
22/12/2025,273011,NICE,NICE,3.60835,0.015500344
22/12/2025,1084557,NVMI,NVMI,5.12143,0.030015807
22/12/2025,1134402,ORA,ORA,5.42165,0.012094912
22/12/2025,629014,TEVA,TEVA,6.32339,0.028336036
22/12/2025,1082379,TSEM,TSEM,7.53044,-0.006797626
23/12/2025,1095264,CAMT,CAMT,5.54458,0.026514413
23/12/2025,720011,ENLT,ENLT,5.87202,0.039364709
23/12/2025,1081124,ESLT,ESLT,4.61308,0.012408568
23/12/2025,281014,ICL,ICL,4.13484,0.019685002
23/12/2025,273011,NICE,NICE,3.60835,0.009393072
23/12/2025,1084557,NVMI,NVMI,5.12143,0.004300563
23/12/2025,1134402,ORA,ORA,5.42165,0.010791055
23/12/2025,629014,TEVA,TEVA,6.32339,0.010573593
23/12/2025,1082379,TSEM,TSEM,7.53044,0.023151651
24/12/2025,1095264,CAMT,CAMT,5.54458,0.003217193
24/12/2025,720011,ENLT,ENLT,5.87202,0.013289002
24/12/2025,1081124,ESLT,ESLT,4.61308,0.003551108
24/12/2025,281014,ICL,ICL,4.13484,0.032818537
24/12/2025,273011,NICE,NICE,3.60835,0.012705782
24/12/2025,1084557,NVMI,NVMI,5.12143,0.007156712
24/12/2025,1134402,ORA,ORA,5.42165,0.0094407
24/12/2025,629014,TEVA,TEVA,6.32339,0.006341118
24/12/2025,1082379,TSEM,TSEM,7.53044,0.011396523
26/12/2025,1095264,CAMT,CAMT,5.54458,-0.000824595
26/12/2025,720011,ENLT,ENLT,5.87202,-0.04000004
26/12/2025,1081124,ESLT,ESLT,4.61308,-0.0190153
26/12/2025,281014,ICL,ICL,4.13484,0.035514034
26/12/2025,273011,NICE,NICE,3.60835,-0.004329368
26/12/2025,1084557,NVMI,NVMI,5.12143,-0.016114595
26/12/2025,1134402,ORA,ORA,5.42165,-0.012848569
26/12/2025,629014,TEVA,TEVA,6.32339,0.004725886
26/12/2025,1082379,TSEM,TSEM,7.53044,-0.007022133
29/12/2025,1095264,CAMT,CAMT,5.54458,-0.010545635
29/12/2025,720011,ENLT,ENLT,5.87202,-0.007285968
29/12/2025,1081124,ESLT,ESLT,4.61308,0.011977036
29/12/2025,281014,ICL,ICL,4.13484,0.0
29/12/2025,273011,NICE,NICE,3.60835,0.00319461
29/12/2025,1084557,NVMI,NVMI,5.12143,0.009277096
29/12/2025,1134402,ORA,ORA,5.42165,-0.002833348
29/12/2025,629014,TEVA,TEVA,6.32339,-0.010348069
29/12/2025,1082379,TSEM,TSEM,7.53044,-0.004111504
30/12/2025,1095264,CAMT,CAMT,5.54458,0.00648746
30/12/2025,720011,ENLT,ENLT,5.87202,0.034174352
30/12/2025,1081124,ESLT,ESLT,4.61308,0.001851448
30/12/2025,281014,ICL,ICL,4.13484,0.0
30/12/2025,273011,NICE,NICE,3.60835,-0.000265426
30/12/2025,1084557,NVMI,NVMI,5.12143,0.006137963
30/12/2025,1134402,ORA,ORA,5.42165,-0.008346646
30/12/2025,629014,TEVA,TEVA,6.32339,-0.006970828
30/12/2025,1082379,TSEM,TSEM,7.53044,-0.003633081
31/12/2025,1095264,CAMT,CAMT,5.54458,-0.020718232
31/12/2025,720011,ENLT,ENLT,5.87202,0.008205787
31/12/2025,1081124,ESLT,ESLT,4.61308,-0.002227941
31/12/2025,281014,ICL,ICL,4.13484,0.030685924
31/12/2025,273011,NICE,NICE,3.60835,0.000176998
31/12/2025,1084557,NVMI,NVMI,5.12143,-0.022765128
31/12/2025,1134402,ORA,ORA,5.42165,-0.010834536
31/12/2025,629014,TEVA,TEVA,6.32339,-0.004148088
31/12/2025,1082379,TSEM,TSEM,7.53044,-0.026932958
02/01/2026,1095264,CAMT,CAMT,5.54458,0.086036687
02/01/2026,720011,ENLT,ENLT,5.87202,0.049054104
02/01/2026,1081124,ESLT,ESLT,4.61308,0.024666354
02/01/2026,281014,ICL,ICL,4.13484,0.014010465
02/01/2026,273011,NICE,NICE,3.60835,-0.009731055
02/01/2026,1084557,NVMI,NVMI,5.12143,0.057705718
02/01/2026,1134402,ORA,ORA,5.42165,0.029510277
02/01/2026,629014,TEVA,TEVA,6.32339,-0.00833061
02/01/2026,1082379,TSEM,TSEM,7.53044,0.036791005
05/01/2026,1095264,CAMT,CAMT,5.54458,0.072554089
05/01/2026,720011,ENLT,ENLT,5.87202,0.050115397
05/01/2026,1081124,ESLT,ESLT,4.61308,0.06125405
05/01/2026,281014,ICL,ICL,4.13484,-0.02590673
05/01/2026,273011,NICE,NICE,3.60835,0.033768078
05/01/2026,1084557,NVMI,NVMI,5.12143,0.102320519
05/01/2026,1134402,ORA,ORA,5.42165,0.008704791
05/01/2026,629014,TEVA,TEVA,6.32339,0.001615484
05/01/2026,1082379,TSEM,TSEM,7.53044,-0.020124832
06/01/2026,1095264,CAMT,CAMT,5.54458,0.076122058
06/01/2026,720011,ENLT,ENLT,5.87202,0.023861814
06/01/2026,1081124,ESLT,ESLT,4.61308,0.018862878
06/01/2026,281014,ICL,ICL,4.13484,-0.012411299
06/01/2026,273011,NICE,NICE,3.60835,0.017455899
06/01/2026,1084557,NVMI,NVMI,5.12143,0.022017323
06/01/2026,1134402,ORA,ORA,5.42165,0.015516086
06/01/2026,629014,TEVA,TEVA,6.32339,0.035806471
06/01/2026,1082379,TSEM,TSEM,7.53044,0.02506495
07/01/2026,1095264,CAMT,CAMT,5.54458,-0.006976166
07/01/2026,720011,ENLT,ENLT,5.87202,-0.033252107
07/01/2026,1081124,ESLT,ESLT,4.61308,0.027871898
07/01/2026,281014,ICL,ICL,4.13484,-0.005386012
07/01/2026,273011,NICE,NICE,3.60835,-0.004416483
07/01/2026,1084557,NVMI,NVMI,5.12143,-0.031458428
07/01/2026,1134402,ORA,ORA,5.42165,-0.000515039
07/01/2026,629014,TEVA,TEVA,6.32339,0.009031483
07/01/2026,1082379,TSEM,TSEM,7.53044,-0.000490657
08/01/2026,1095264,CAMT,CAMT,5.54458,-0.019564976
08/01/2026,720011,ENLT,ENLT,5.87202,0.015735299
08/01/2026,1081124,ESLT,ESLT,4.61308,0.02541386
08/01/2026,281014,ICL,ICL,4.13484,0.005415178
08/01/2026,273011,NICE,NICE,3.60835,0.002815235
08/01/2026,1084557,NVMI,NVMI,5.12143,-0.008469634
08/01/2026,1134402,ORA,ORA,5.42165,-0.020783252
08/01/2026,629014,TEVA,TEVA,6.32339,0.003394963
08/01/2026,1082379,TSEM,TSEM,7.53044,-0.040009813
09/01/2026,1095264,CAMT,CAMT,5.54458,0.014484976
09/01/2026,720011,ENLT,ENLT,5.87202,0.028202622
09/01/2026,1081124,ESLT,ESLT,4.61308,0.012940398
09/01/2026,281014,ICL,ICL,4.13484,0.003590675
09/01/2026,273011,NICE,NICE,3.60835,-0.004083397
09/01/2026,1084557,NVMI,NVMI,5.12143,0.048644185
09/01/2026,1134402,ORA,ORA,5.42165,0.011664598
09/01/2026,629014,TEVA,TEVA,6.32339,-0.015379884
09/01/2026,1082379,TSEM,TSEM,7.53044,0.023011991
12/01/2026,1095264,CAMT,CAMT,5.54458,0.046555821
12/01/2026,720011,ENLT,ENLT,5.87202,-0.005022255
12/01/2026,1081124,ESLT,ESLT,4.61308,0.049285872
12/01/2026,281014,ICL,ICL,4.13484,-0.035778194
12/01/2026,273011,NICE,NICE,3.60835,-0.004270949
12/01/2026,1084557,NVMI,NVMI,5.12143,0.024234242
12/01/2026,1134402,ORA,ORA,5.42165,0.032076315
12/01/2026,629014,TEVA,TEVA,6.32339,0.024367468
12/01/2026,1082379,TSEM,TSEM,7.53044,0.010580724
13/01/2026,1095264,CAMT,CAMT,5.54458,-0.008635721
13/01/2026,720011,ENLT,ENLT,5.87202,0.019607885
13/01/2026,1081124,ESLT,ESLT,4.61308,-0.024461646
13/01/2026,281014,ICL,ICL,4.13484,0.003710586
13/01/2026,273011,NICE,NICE,3.60835,-0.004289268
13/01/2026,1084557,NVMI,NVMI,5.12143,0.002551902
13/01/2026,1134402,ORA,ORA,5.42165,0.011759742
13/01/2026,629014,TEVA,TEVA,6.32339,-0.009759063
13/01/2026,1082379,TSEM,TSEM,7.53044,0.028689164
14/01/2026,1095264,CAMT,CAMT,5.54458,-0.027011218
14/01/2026,720011,ENLT,ENLT,5.87202,-0.039223179
14/01/2026,1081124,ESLT,ESLT,4.61308,0.030150146
14/01/2026,281014,ICL,ICL,4.13484,0.018484343
14/01/2026,273011,NICE,NICE,3.60835,-0.008787772
14/01/2026,1084557,NVMI,NVMI,5.12143,0.020734004
14/01/2026,1134402,ORA,ORA,5.42165,-0.00606054
14/01/2026,629014,TEVA,TEVA,6.32339,0.005235546
14/01/2026,1082379,TSEM,TSEM,7.53044,-0.0126623
15/01/2026,1095264,CAMT,CAMT,5.54458,0.086217325
15/01/2026,720011,ENLT,ENLT,5.87202,-0.0047562
15/01/2026,1081124,ESLT,ESLT,4.61308,-0.000222088
15/01/2026,281014,ICL,ICL,4.13484,0.003629775
15/01/2026,273011,NICE,NICE,3.60835,0.003650571
15/01/2026,1084557,NVMI,NVMI,5.12143,0.052077229
15/01/2026,1134402,ORA,ORA,5.42165,-0.031824268
15/01/2026,629014,TEVA,TEVA,6.32339,-0.008884832
15/01/2026,1082379,TSEM,TSEM,7.53044,0.006493531
16/01/2026,1095264,CAMT,CAMT,5.54458,0.010735474
16/01/2026,720011,ENLT,ENLT,5.87202,0.019514128
16/01/2026,1081124,ESLT,ESLT,4.61308,0.014449751
16/01/2026,281014,ICL,ICL,4.13484,-0.036166469
16/01/2026,273011,NICE,NICE,3.60835,-0.028405636
16/01/2026,1084557,NVMI,NVMI,5.12143,0.025658784
16/01/2026,1134402,ORA,ORA,5.42165,0.017599809
16/01/2026,629014,TEVA,TEVA,6.32339,-0.018237968
16/01/2026,1082379,TSEM,TSEM,7.53044,0.047016144
20/01/2026,1095264,CAMT,CAMT,5.54458,-0.009525111
20/01/2026,720011,ENLT,ENLT,5.87202,0.052343755
20/01/2026,1081124,ESLT,ESLT,4.61308,-0.027010085
20/01/2026,281014,ICL,ICL,4.13484,0.0
20/01/2026,273011,NICE,NICE,3.60835,-0.000980485
20/01/2026,1084557,NVMI,NVMI,5.12143,0.014336962
20/01/2026,1134402,ORA,ORA,5.42165,-0.002458646
20/01/2026,629014,TEVA,TEVA,6.32339,-0.012594446
20/01/2026,1082379,TSEM,TSEM,7.53044,-0.006392989
21/01/2026,1095264,CAMT,CAMT,5.54458,0.012384175
21/01/2026,720011,ENLT,ENLT,5.87202,-0.014847795
21/01/2026,1081124,ESLT,ESLT,4.61308,0.002854773
21/01/2026,281014,ICL,ICL,4.13484,0.009380891
